Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Actual (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Volt (V),Oil Temp (F),RPM (RPM),Req Torque (Nm),TGV Map Ratio (mult),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.1-17011][2015 USDM WRX MT (PR3) COBB Custom Features Gen2][Reflash: JasonBeirbrauer_2015WRX_TGV_EGR_stg2_EBCS_v8.ptm - Realtime: JasonBeirbrauer_2015WRX_TGV_EGR_stg2_EBCS_v8.ptm]
0.000,-1.56,-6.25,15.08,0,0.0,14.36,-9.44,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,401,0,7.00,0.88,91,106,1.06,203,822,0.00,0.000,5.1,0.00,0
0.015,-1.56,-6.25,15.07,0,0.0,14.36,-9.42,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,374,0,7.00,0.88,91,106,1.06,203,822,0.00,0.000,5.1,0.00,0
0.033,-1.56,-6.25,15.06,0,0.0,14.36,-9.41,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,408,0,7.00,0.88,91,106,1.06,203,821,0.00,0.000,5.1,0.00,0
0.056,-1.56,-6.25,15.10,0,0.0,14.36,-9.38,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,401,0,7.00,0.88,91,106,1.06,203,824,0.00,0.000,5.1,0.00,0
0.064,-1.56,-6.25,15.09,0,0.0,14.36,-9.44,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,388,0,7.00,0.88,91,106,1.06,203,824,0.00,0.000,5.1,0.00,0
0.089,-1.56,-6.25,15.09,0,0.0,14.36,-9.36,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,391,0,7.00,0.88,91,106,1.06,203,825,0.00,0.000,5.1,0.00,0
0.094,-1.56,-6.25,15.08,0,2.0,14.36,-9.41,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,393,0,7.00,0.88,91,106,1.06,203,825,6.59,0.000,5.1,0.00,0
0.124,-1.56,-6.25,15.08,0,3.5,14.36,-9.38,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,394,0,7.00,0.88,91,106,1.06,203,826,13.54,0.000,5.1,0.00,0
0.150,-1.56,-6.25,15.05,0,3.9,14.36,-9.41,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,372,0,7.00,0.88,91,106,1.06,203,826,14.45,0.000,5.1,0.00,0
0.154,-1.56,-4.69,15.06,0,5.1,14.36,-9.45,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,444,0,7.00,0.88,91,106,1.04,203,823,17.27,0.000,5.1,0.00,0
0.182,-1.56,-3.12,15.05,0,5.5,14.36,-9.44,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,502,0,9.50,0.88,91,106,1.06,203,822,18.02,0.000,5.1,0.00,0
0.185,-1.56,-3.12,15.04,0,6.3,14.36,-9.44,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,475,0,9.50,0.88,91,106,1.06,203,822,20.12,0.000,5.1,0.00,0
0.200,-1.56,-2.34,15.06,0,8.2,14.36,-9.43,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,506,0,10.50,0.71,91,106,1.04,203,827,31.74,0.000,5.1,0.00,0
0.205,-1.56,-2.34,15.05,0,8.6,14.36,-9.43,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,506,0,10.50,0.71,91,106,1.04,203,827,33.11,0.000,5.1,0.00,0
0.235,-1.56,-1.56,15.03,0,9.0,14.36,-9.39,14.75,0.31,on,14.31,194,1.000,0.0,0.00,0.00,485,0,11.00,0.71,91,106,1.06,203,827,37.73,0.000,6.3,0.00,0
0.262,-1.56,-1.56,15.02,0,9.8,14.36,-9.34,14.75,0.32,on,14.31,194,1.000,0.0,0.00,0.00,536,0,11.00,0.71,91,106,1.06,203,829,43.09,0.000,6.3,0.00,0
0.270,-1.56,-0.78,15.01,0,10.6,14.36,-9.23,14.75,0.32,on,14.25,194,1.000,0.0,0.00,0.00,514,0,12.00,0.71,91,106,1.16,203,829,44.34,0.000,7.9,0.00,0
0.274,-1.56,-0.78,15.02,0,11.8,14.36,-9.17,14.75,0.32,on,14.25,194,1.000,0.0,0.00,0.00,510,0,12.00,0.71,91,106,1.16,203,833,47.60,0.000,7.9,0.00,0
0.298,-1.56,-0.78,15.00,0,12.2,14.36,-9.02,14.75,0.34,on,14.25,194,1.000,0.0,0.00,0.00,556,0,12.00,0.71,91,106,1.16,203,835,48.86,0.000,7.9,0.00,0
0.302,-1.56,0.00,15.02,-1,12.9,14.36,-8.88,14.75,0.35,on,14.25,194,1.000,0.0,0.00,0.00,527,0,13.00,0.89,91,106,1.28,203,838,51.59,0.000,9.1,0.00,0
0.331,-1.56,0.00,15.02,-1,13.3,14.36,-8.79,14.75,0.35,on,14.25,194,1.000,0.0,0.00,0.00,526,0,13.00,0.89,91,106,1.28,203,838,52.66,0.000,9.1,0.00,0
0.344,-1.56,0.00,15.00,-1,12.5,14.36,-8.33,14.75,0.37,on,14.25,194,1.000,0.0,0.00,0.00,547,0,15.50,0.89,91,106,1.36,203,842,50.71,0.000,9.4,0.00,0
0.359,-1.56,0.00,14.95,-1,11.4,14.36,-8.03,14.75,0.40,on,14.20,194,1.000,0.0,0.00,0.00,592,0,16.00,0.90,91,106,1.52,203,846,47.51,0.000,11.4,0.00,0
0.364,-1.56,0.00,15.00,-1,10.2,14.36,-7.60,14.75,0.43,on,14.42,194,1.000,0.0,0.00,0.00,593,0,16.00,0.90,91,106,1.52,203,849,44.29,0.000,11.4,0.00,0
0.401,-1.56,0.00,15.00,-1,9.0,14.36,-7.34,14.75,0.45,on,14.59,194,1.000,0.0,0.00,0.00,560,0,16.00,0.90,91,106,1.52,203,857,35.59,0.000,11.4,0.00,0
0.416,-1.56,0.00,14.97,-2,6.7,14.36,-7.12,14.74,0.48,on,14.59,194,1.000,0.0,0.00,0.00,662,0,16.00,0.91,91,106,1.56,203,862,28.19,0.000,9.8,0.00,0
0.433,-1.56,0.00,14.94,-2,5.1,14.36,-6.97,14.74,0.48,on,14.82,194,1.000,0.0,0.00,0.00,623,0,16.00,0.91,91,106,1.56,203,871,17.11,0.000,9.8,0.00,0
0.458,-1.56,0.00,14.92,-2,1.2,14.36,-6.79,14.74,0.49,on,14.87,194,1.000,0.0,0.00,0.00,729,0,15.00,1.12,91,106,1.48,203,879,4.00,0.000,9.1,0.00,0
0.487,-1.56,0.00,14.89,-2,0.0,14.36,-6.85,14.74,0.49,on,14.93,194,1.000,0.0,0.00,0.00,780,0,15.00,1.12,91,106,1.48,203,879,0.00,0.000,9.1,0.00,0
0.491,-1.56,0.00,14.89,-2,0.0,14.36,-6.69,14.74,0.49,on,14.87,194,1.000,0.0,0.00,0.00,787,0,15.00,1.12,91,106,1.48,203,905,0.00,0.000,9.1,0.00,0
0.496,-1.56,0.00,14.86,-2,0.0,14.36,-6.72,14.74,0.50,on,14.87,194,1.000,0.0,0.00,0.00,823,0,15.00,1.16,91,106,1.44,203,905,0.00,0.000,9.1,0.00,0
0.499,-1.56,-1.56,14.69,-3,0.0,14.36,-6.53,14.74,0.50,on,14.93,194,1.000,0.0,0.00,0.00,827,0,16.00,1.20,91,106,1.42,203,972,0.00,0.000,9.1,0.00,0
0.502,-2.34,-3.12,14.60,-3,0.0,14.36,-6.58,14.73,0.52,on,14.93,194,1.000,0.0,0.00,0.00,742,0,15.50,1.06,91,106,1.40,203,1002,0.00,0.000,8.7,0.00,0
0.505,-2.34,-3.12,14.54,-3,0.0,14.36,-6.60,14.73,0.50,on,14.93,194,1.000,0.0,0.00,0.00,749,0,15.50,1.06,91,106,1.40,203,1034,0.00,0.000,8.7,0.00,0
0.524,-2.34,-3.91,14.37,-4,0.0,14.36,-6.61,14.73,0.50,on,14.93,194,1.000,0.0,0.00,0.00,712,0,15.50,1.10,91,108,1.40,203,1055,0.00,0.000,8.3,0.00,0
0.566,-2.34,-3.91,14.28,-4,0.0,14.36,-6.52,14.73,0.50,on,14.93,194,1.000,0.0,0.00,0.00,709,0,15.50,1.10,91,108,1.40,203,1067,0.00,0.000,8.3,0.00,0
0.569,-3.91,-4.69,14.30,-5,0.0,14.36,-6.64,14.73,0.49,on,14.99,194,1.000,0.0,0.00,0.00,678,0,14.50,1.14,91,108,1.38,203,1101,0.00,0.000,7.9,0.00,0
0.572,-3.91,-4.69,14.28,-5,1.6,14.36,-6.68,14.72,0.50,on,14.99,194,1.000,0.0,0.00,0.00,648,0,14.50,1.14,91,108,1.38,203,1121,0.00,0.000,7.9,0.00,0
0.600,-3.91,-3.91,14.24,-5,6.3,14.36,-6.87,14.72,0.49,on,14.99,194,1.000,0.0,0.00,0.00,612,0,14.50,1.21,91,108,1.32,203,1154,21.10,0.000,7.5,0.00,0
0.604,-3.91,-3.12,14.24,-4,12.9,14.36,-6.95,14.72,0.49,on,14.99,194,1.000,0.0,0.00,0.00,767,0,17.50,1.26,91,108,1.34,203,1192,53.50,0.000,11.0,0.00,0
0.652,-3.91,-2.34,14.36,-4,16.5,14.36,-6.91,14.71,0.49,on,14.93,194,1.000,0.0,0.00,0.00,799,0,17.50,1.30,91,108,1.38,203,1220,65.54,0.000,16.1,0.00,0
0.686,-3.91,-2.34,14.50,-4,18.8,14.36,-6.31,14.71,0.53,on,14.99,194,1.000,0.0,0.00,0.00,843,0,17.50,1.30,91,108,1.38,203,1245,72.90,0.000,16.1,0.00,0
0.689,-3.12,-1.56,14.57,-4,19.6,14.36,-6.05,14.70,0.53,on,15.05,194,1.000,0.0,0.00,0.00,848,0,17.00,1.35,91,108,1.84,203,1268,76.08,0.000,19.3,0.00,0
0.692,-3.12,-1.56,14.65,-4,21.2,14.36,-5.37,14.70,0.57,on,14.87,194,1.000,0.0,0.00,0.00,973,0,17.00,1.35,91,108,1.84,203,1283,83.81,0.000,19.3,0.00,0
0.695,-3.12,-1.56,14.69,-4,22.4,14.36,-4.65,14.71,0.59,on,14.87,194,1.000,0.0,0.00,0.00,924,0,17.00,1.35,91,108,1.84,203,1291,89.18,0.000,19.3,0.00,0
0.752,-2.34,-0.78,15.00,-4,26.7,14.36,-2.07,14.71,0.79,on,14.25,194,1.000,0.0,0.00,0.00,1213,0,15.50,1.40,91,108,2.10,203,1348,106.26,0.000,27.2,0.00,0
0.755,-1.56,0.00,15.47,-5,27.5,14.36,-1.27,14.64,0.89,on,14.25,194,1.000,0.0,0.00,0.00,1362,0,12.50,2.01,91,108,2.34,203,1380,109.14,0.000,33.5,0.00,0
0.798,-1.56,0.00,15.70,-5,28.2,14.36,-0.95,14.50,0.92,on,14.04,194,1.000,0.0,0.00,0.00,1313,0,12.50,2.01,90,108,2.34,203,1407,111.69,0.000,33.5,0.00,0
0.801,0.78,0.00,15.66,-7,28.6,14.36,-0.85,14.50,0.91,on,14.04,194,1.000,0.0,0.00,0.00,1516,0,11.50,2.10,91,108,2.20,203,1431,113.55,0.000,35.8,0.00,0
0.814,0.78,0.00,15.66,-7,29.0,14.36,-0.75,14.50,0.93,on,13.94,194,1.000,0.0,0.00,0.00,1427,0,11.50,2.10,91,108,2.20,203,1464,115.95,0.000,35.8,0.00,0
0.851,1.56,0.00,15.00,-7,29.8,14.36,-0.75,14.43,0.96,on,13.89,194,1.000,0.0,0.00,0.00,1503,0,12.00,2.97,91,108,2.10,203,1579,123.50,0.000,38.6,0.00,0
0.887,0.00,0.00,14.59,-6,30.2,14.36,-0.76,14.43,0.94,on,13.89,194,1.000,0.0,0.00,0.00,1542,0,13.50,3.09,91,108,2.10,203,1641,125.33,0.000,38.2,0.00,0
0.911,0.00,0.00,14.13,-6,30.2,14.36,-0.77,14.43,0.96,on,13.89,194,1.000,0.0,0.00,0.00,1588,0,13.50,3.09,91,108,2.10,203,1667,128.56,0.000,38.2,0.00,0
0.924,-2.34,0.00,13.88,-4,30.2,14.36,-0.74,14.23,0.96,on,13.73,194,1.000,0.0,0.00,0.00,1568,0,12.50,3.23,91,108,2.10,203,1693,130.65,0.000,37.8,0.00,0
0.982,-3.91,0.00,13.63,0,29.4,14.36,-0.72,14.23,0.97,on,13.94,194,1.000,0.0,0.00,0.00,1518,0,13.50,3.34,90,108,2.16,203,1764,133.62,0.409,37.4,0.00,0
1.008,-3.91,0.00,13.70,4,28.2,14.36,-0.55,14.23,0.97,on,13.89,194,1.000,0.0,0.00,0.00,1531,0,12.00,3.04,90,108,2.20,203,1788,133.38,0.439,37.0,0.00,0
1.021,-3.91,0.00,13.83,4,27.8,14.36,-0.62,14.23,0.97,on,13.89,194,1.000,0.0,0.00,0.00,1543,0,12.00,3.04,90,108,2.20,203,1799,133.44,0.459,37.0,0.00,0
1.070,-3.12,0.00,14.02,7,27.8,14.36,-0.66,14.23,0.98,on,13.89,194,1.000,0.0,0.00,0.00,1564,0,12.50,3.07,91,108,2.20,203,1800,133.38,0.479,36.2,0.00,0
1.083,-2.34,0.00,14.19,10,28.2,14.36,-0.54,14.23,1.00,on,13.89,194,1.000,0.0,0.00,0.00,1578,0,11.00,3.04,90,108,2.24,203,1774,132.39,0.519,36.2,0.00,0
1.107,-2.34,0.00,14.34,10,28.2,14.36,-0.52,14.03,1.01,on,13.68,194,1.000,0.0,0.00,0.00,1628,0,11.00,3.04,90,108,2.24,203,1770,131.89,0.529,36.2,0.00,0
1.128,-0.78,0.00,14.56,14,28.6,14.36,-0.52,14.03,1.02,on,13.68,194,1.000,0.0,0.00,0.00,1653,0,8.50,2.99,90,108,2.24,203,1730,131.24,0.559,36.2,0.00,0
1.151,0.00,0.00,14.55,17,29.0,14.36,-0.30,14.03,1.03,on,13.54,194,1.000,0.0,0.00,0.00,1565,0,7.00,3.23,90,108,2.22,203,1682,128.10,0.589,37.0,0.00,0
1.201,1.56,0.00,14.61,19,29.8,14.36,-0.15,13.83,1.05,on,13.30,194,1.000,0.0,0.00,0.00,1638,0,6.00,3.11,90,106,2.22,203,1622,125.24,0.639,37.8,0.00,0
1.214,1.56,0.00,14.55,19,29.8,14.36,-0.03,13.83,1.07,on,13.30,194,1.000,0.0,0.00,0.00,1729,0,6.00,3.11,90,106,2.22,203,1595,124.08,0.649,37.8,0.00,0
1.231,1.56,0.00,14.50,19,30.2,14.36,-0.12,13.84,1.07,on,13.30,194,1.000,0.0,0.00,0.00,1673,0,6.00,3.11,90,106,2.22,203,1579,123.61,0.659,37.8,0.00,0
1.261,0.78,0.00,14.52,21,30.6,14.36,-0.04,13.58,1.09,on,13.34,194,1.000,0.0,0.00,0.00,1731,0,5.50,3.01,90,106,2.22,203,1548,123.06,0.679,38.6,0.00,0
1.267,0.78,0.00,14.51,21,31.4,14.36,0.06,13.58,1.10,on,13.07,194,1.000,0.0,0.00,0.00,1626,0,5.50,3.01,90,106,2.22,203,1522,123.20,0.699,38.6,0.00,0
1.283,2.34,0.00,14.39,21,32.2,14.36,0.12,13.58,1.10,on,13.07,194,1.000,0.0,0.00,0.00,1680,0,4.50,3.23,90,106,2.20,203,1494,122.84,0.719,39.4,0.00,0
1.301,2.34,0.00,14.25,21,32.5,14.36,0.27,13.58,1.10,on,13.07,194,1.000,0.0,0.00,0.00,1830,0,4.50,3.23,90,106,2.20,203,1485,122.91,0.729,39.4,0.00,0
1.315,1.56,0.00,14.16,21,33.3,14.36,0.23,13.58,1.11,on,13.07,194,1.000,0.0,0.00,0.00,1747,0,5.00,3.12,90,106,2.16,203,1464,122.68,0.749,39.0,0.00,0
1.331,1.56,0.00,14.20,21,33.3,14.36,0.37,13.58,1.12,on,13.07,194,1.000,0.0,0.00,0.00,1766,0,5.00,3.12,90,106,2.16,203,1441,122.18,0.769,39.0,0.00,0
1.354,1.56,0.00,14.18,21,33.7,14.36,0.40,13.58,1.14,on,13.07,194,1.000,0.0,0.00,0.00,1809,0,5.00,3.12,90,106,2.16,203,1415,121.51,0.789,39.0,0.00,0
1.376,1.56,0.00,14.01,21,34.1,14.36,0.29,13.21,1.12,on,13.07,194,1.000,0.0,0.00,0.00,1695,0,5.00,3.02,90,106,2.16,203,1415,122.04,0.799,38.6,0.00,0
1.389,1.56,0.00,13.88,21,34.9,14.36,0.40,13.21,1.12,on,12.71,194,1.000,0.0,0.00,0.00,1834,0,5.00,3.02,90,106,2.16,203,1386,121.59,0.819,38.6,0.00,0
1.407,2.34,0.00,13.81,21,35.7,14.36,0.44,13.21,1.14,on,12.84,194,1.000,0.0,0.00,0.00,1760,0,4.50,2.93,90,106,2.10,203,1365,122.35,0.839,39.0,0.00,0
1.420,2.34,0.00,13.79,21,36.1,14.36,0.43,13.21,1.14,on,12.89,194,1.000,0.0,0.00,0.00,1798,0,4.50,2.93,90,106,2.10,203,1347,122.26,0.849,39.0,0.00,0
1.433,2.34,0.00,13.81,21,36.9,14.36,0.46,13.21,1.15,on,12.98,194,1.000,0.0,0.00,0.00,1699,0,4.50,2.93,90,106,2.10,203,1318,122.49,0.869,39.0,0.00,0
1.449,2.34,0.00,13.77,21,37.3,14.36,0.64,13.21,1.14,on,12.98,194,1.000,0.0,0.00,0.00,1828,1,4.50,2.81,90,106,2.06,203,1308,122.90,0.879,39.8,0.00,0
1.472,2.34,0.00,13.71,21,38.0,14.36,0.61,13.21,1.15,on,12.98,194,1.000,0.0,0.00,0.00,1841,1,4.50,2.81,90,106,2.06,203,1279,122.97,0.909,39.8,0.00,0
1.490,2.34,0.00,13.68,21,38.4,14.36,0.62,13.21,1.16,on,13.11,194,1.000,0.0,0.00,0.00,1751,1,5.00,3.00,90,106,2.10,203,1262,123.14,0.919,40.6,0.00,0
1.503,2.34,0.00,13.51,21,39.2,14.36,0.68,12.84,1.14,on,12.71,194,1.000,0.0,0.00,0.00,1787,1,5.00,3.00,90,106,2.10,203,1253,123.30,0.939,40.6,0.00,0
1.532,1.56,0.00,13.50,21,39.2,14.36,0.76,13.21,1.18,on,13.11,194,1.000,0.0,0.00,0.00,1807,1,5.00,2.86,90,106,2.06,203,1218,122.58,0.949,41.7,0.00,0
1.535,1.56,0.00,13.47,21,39.6,14.36,0.71,13.22,1.15,on,13.11,194,1.000,0.0,0.00,0.00,1679,1,5.00,2.86,90,106,2.06,203,1203,122.86,0.969,41.7,0.00,0
1.551,1.56,0.00,13.40,21,39.6,14.36,0.86,13.22,1.14,on,13.20,194,1.000,0.0,0.00,0.00,1753,1,5.00,2.86,90,106,2.06,203,1196,122.18,0.989,41.7,0.00,0
1.568,1.56,0.00,13.43,21,39.6,14.36,0.83,13.22,1.16,on,13.20,194,1.000,0.0,0.00,0.00,1706,1,5.00,2.55,90,106,1.98,203,1178,122.01,0.999,42.1,0.00,0
1.591,1.56,0.00,13.40,21,40.0,14.36,0.80,13.22,1.12,on,12.80,194,1.000,0.0,0.00,0.00,1758,1,5.00,2.55,90,106,1.98,203,1153,121.66,1.000,42.1,0.00,0
1.617,1.56,0.00,13.35,21,40.0,14.36,0.82,13.22,1.12,on,13.20,194,1.000,0.0,0.00,0.00,1774,1,4.00,2.46,90,106,2.04,203,1153,121.89,1.000,41.3,0.00,0
1.638,1.56,0.00,13.36,21,40.0,14.36,0.92,13.22,1.12,on,13.20,194,1.000,0.0,0.00,0.00,1761,1,4.00,2.46,90,106,2.04,203,1141,122.26,1.000,41.3,0.00,0
1.651,1.56,0.00,13.38,21,40.8,14.36,0.91,13.22,1.11,on,13.20,194,1.000,0.0,0.00,0.00,1784,1,4.00,2.46,90,106,1.94,203,1159,124.04,1.000,42.5,0.00,0
1.664,1.56,0.00,13.36,21,42.0,14.36,0.85,13.22,1.11,on,13.20,194,1.000,0.0,0.00,0.00,1683,1,4.00,2.46,90,106,1.94,203,1180,126.71,1.000,42.5,0.00,0
1.688,0.00,0.00,13.50,21,42.4,14.36,0.85,13.60,1.12,on,13.59,194,1.000,0.0,0.00,0.00,1747,1,4.00,2.54,90,106,2.04,203,1193,128.25,1.000,45.7,0.00,0
1.706,0.00,0.00,13.56,21,44.3,14.36,0.94,13.60,1.14,on,13.54,194,1.000,0.0,0.00,0.00,1700,1,4.00,2.54,90,106,2.04,203,1239,135.62,1.000,45.7,0.00,0
1.735,2.34,0.00,13.54,20,45.5,14.36,0.86,13.21,1.12,on,13.20,194,1.000,0.0,0.00,0.00,1678,1,4.50,2.72,90,106,2.06,203,1295,141.99,1.000,49.6,0.00,0
1.744,2.34,0.00,13.62,20,46.3,14.36,0.91,13.21,1.12,on,13.07,194,1.000,0.0,0.00,0.00,1798,1,4.50,2.72,90,104,2.06,203,1356,148.04,1.000,49.6,0.00,0
1.758,3.12,0.00,13.82,20,47.1,14.36,0.88,13.21,1.12,on,12.84,194,1.000,0.0,0.00,0.00,1719,1,4.50,2.98,90,104,2.08,203,1420,151.70,1.000,53.1,0.00,0
1.779,3.12,0.00,13.99,20,47.5,14.36,0.88,13.21,1.11,on,12.71,194,1.000,0.0,0.00,0.00,1708,1,4.50,2.98,90,104,2.08,203,1461,157.35,1.000,53.1,0.00,0
1.796,3.91,0.00,13.99,19,47.8,14.36,0.90,13.21,1.11,on,12.71,194,1.000,0.0,0.00,0.00,1761,1,5.00,3.24,90,104,2.14,203,1520,162.18,1.000,54.3,0.00,0
1.821,3.91,0.00,14.04,19,47.8,14.36,0.92,13.21,1.12,on,12.71,194,1.000,0.0,0.00,0.00,1694,1,5.00,3.24,90,104,2.14,203,1567,165.91,1.000,54.3,0.00,0
1.842,3.91,0.00,14.11,19,47.8,14.36,1.00,13.20,1.12,on,12.71,194,1.000,0.0,0.00,0.00,1667,1,5.00,3.24,90,104,2.14,203,1606,168.70,1.000,54.3,0.00,0
1.855,4.69,0.00,14.16,19,47.8,14.36,0.93,13.20,1.14,on,12.71,194,1.000,0.0,0.00,0.00,1698,1,5.00,3.77,90,104,2.24,203,1618,169.60,1.000,56.3,0.00,0
1.865,4.69,0.00,13.89,19,47.8,14.36,0.99,12.84,1.16,on,12.71,194,1.000,0.0,0.00,0.00,1770,1,5.00,3.77,90,104,2.24,203,1649,172.06,1.000,56.3,0.00,0
1.883,6.25,0.00,13.84,19,47.8,14.36,1.04,12.84,1.15,on,12.38,194,1.000,0.0,0.00,0.00,1682,1,5.00,3.92,90,104,2.30,203,1685,175.01,1.000,57.1,0.00,0
1.897,6.25,0.00,13.72,19,47.5,14.36,1.06,13.20,1.18,on,12.76,194,1.000,0.0,0.00,0.00,1679,1,5.00,3.92,90,104,2.30,203,1695,175.73,1.000,57.1,0.00,0
1.928,5.47,0.00,13.62,20,47.5,14.36,1.08,12.84,1.18,on,12.46,194,1.000,0.0,0.00,0.00,1711,1,6.00,3.98,90,104,2.34,203,1702,175.74,1.000,56.7,0.00,0
1.941,5.47,0.00,13.39,20,47.5,14.36,1.14,12.84,1.19,on,12.46,194,1.000,0.0,0.00,0.00,1792,1,6.00,3.98,90,104,2.34,203,1708,176.01,1.000,56.7,0.00,0
1.965,4.69,0.00,13.35,21,47.5,14.36,1.23,12.84,1.19,on,12.46,194,1.000,0.0,0.00,0.00,1800,1,6.50,4.01,90,104,2.32,203,1707,175.88,1.000,56.3,0.00,0
1.976,4.69,0.00,13.26,21,47.1,14.36,1.32,12.85,1.22,on,12.50,194,1.000,0.0,0.00,0.00,1723,1,6.50,4.01,90,104,2.32,203,1708,175.36,1.000,56.3,0.00,0
1.993,4.69,0.00,13.29,21,47.1,14.36,1.29,12.85,1.22,on,12.50,194,1.000,0.0,0.00,0.00,1746,1,6.50,4.01,90,104,2.32,203,1713,175.49,1.000,56.3,0.00,0
2.007,3.91,0.00,13.24,22,47.1,14.36,1.32,12.85,1.22,on,12.50,194,1.000,0.0,0.00,0.00,1834,1,6.00,4.02,90,104,2.34,203,1726,176.38,1.000,56.3,0.00,0
2.037,4.69,0.00,13.26,23,47.1,14.36,1.44,12.85,1.24,on,12.50,194,1.000,0.0,0.00,0.00,1817,1,6.00,4.08,90,104,2.40,203,1741,177.66,1.000,56.7,0.00,0
2.056,4.69,0.00,13.19,23,47.1,14.36,1.53,12.86,1.23,on,12.50,194,1.000,0.0,0.00,0.00,1880,1,6.00,4.08,90,104,2.40,203,1758,178.71,1.000,56.7,0.00,0
2.070,4.69,0.00,13.10,23,47.1,14.36,1.63,12.86,1.23,on,12.54,194,1.000,0.0,0.00,0.00,1764,1,6.00,4.08,90,104,2.40,203,1783,181.41,1.000,56.7,0.00,0
2.083,3.91,0.00,12.91,24,47.1,14.36,1.61,12.85,1.23,on,12.50,194,1.000,0.0,0.00,0.00,1806,1,6.00,4.18,90,104,2.38,203,1806,183.57,1.000,57.5,0.00,0
2.106,3.91,0.00,12.98,24,47.1,14.36,1.65,12.84,1.23,on,12.50,194,1.000,0.0,0.00,0.00,1864,1,6.00,4.18,90,104,2.38,203,1828,185.65,1.000,57.5,0.00,0
2.125,3.91,0.00,12.98,25,47.1,14.36,1.69,12.85,1.24,on,12.50,194,1.000,0.0,0.00,0.00,1882,1,6.00,4.38,90,104,2.44,203,1869,189.30,1.000,59.1,0.00,0
2.134,3.91,0.00,12.91,25,47.5,14.36,1.69,12.83,1.25,on,12.59,194,1.000,0.0,0.00,0.00,1801,1,6.00,4.38,90,104,2.44,203,1905,192.79,1.000,59.1,0.00,0
2.161,3.91,0.00,12.90,25,47.5,14.36,1.77,12.82,1.24,on,12.59,194,1.000,0.0,0.00,0.00,1806,1,6.00,4.38,90,104,2.44,203,1961,195.73,1.000,59.1,0.00,0
2.167,3.91,0.00,12.89,25,47.5,14.36,1.73,12.82,1.25,on,12.67,194,1.000,0.0,0.00,0.00,1867,1,6.00,4.60,90,104,2.46,203,1972,199.16,1.000,60.2,0.39,0
2.182,3.91,0.00,12.93,25,47.5,14.36,1.86,12.80,1.25,on,12.71,194,1.000,0.0,0.00,0.00,1838,1,6.00,4.60,90,104,2.46,203,2028,204.06,1.000,60.2,0.39,0
2.208,3.91,0.00,12.73,24,47.5,14.36,1.80,12.79,1.28,on,12.76,194,1.000,0.0,0.00,0.00,1886,1,6.00,5.22,90,104,2.56,203,2038,204.96,1.000,60.6,0.78,0
2.221,3.91,0.00,12.88,24,47.5,14.36,1.96,12.75,1.29,on,12.71,194,1.000,0.0,0.00,0.00,1946,1,6.00,5.22,90,104,2.56,203,2098,209.59,1.000,60.6,0.78,0
2.234,3.91,0.00,12.95,24,47.5,14.36,2.07,12.75,1.29,on,12.71,194,1.000,0.0,0.00,0.00,1930,1,6.00,5.22,90,104,2.56,203,2127,212.95,1.000,60.6,0.78,0
2.257,3.91,0.00,13.05,24,47.5,14.36,1.95,12.73,1.31,on,12.71,194,1.000,0.0,0.00,0.00,1955,1,6.00,5.45,90,104,2.58,203,2156,215.68,1.000,58.7,1.57,0
2.273,5.47,0.00,13.16,24,47.5,14.36,2.23,12.71,1.32,on,12.67,194,1.000,0.0,0.00,0.00,1978,1,6.00,5.64,90,104,2.62,203,2202,219.54,1.000,59.8,2.35,0
2.286,5.47,0.00,13.04,24,47.5,14.36,2.19,12.65,1.34,on,12.67,194,1.000,0.0,0.00,0.00,1974,1,6.00,5.64,90,104,2.62,203,2221,221.46,1.000,59.8,2.35,0
2.301,5.47,0.00,13.07,24,47.5,14.36,2.20,12.55,1.34,on,12.63,194,1.000,0.0,0.00,0.00,1947,1,6.00,5.64,90,104,2.62,203,2240,222.86,1.000,59.8,2.35,0
